study_ID,temp_init,temp_regime,temp_range,mean_temp,min_temp,max_temp,DTR,fluc_type,ramp_type,mean_time,min_time,max_time,trait,trait_def,units,response,sample_size,variance_type,variance_value,qual_measure,ind_pop,order,family,genus,species,LS_treat,LS_measure,vert_invert,plant_animal,lab_wild,lat,long,body_size,thermoregulate,notes,,
58,20 _ .5,0,10,20,15,15,0,,,,1500,,Body Mass,Body mass of Chinese bream investigating thermal tolerance,g,5.79,16,2 (SE),0.29,0,0,Cypriniformes,Cyprinidae,Parabramis,pekinensis,0,0,0,1,0,North: 29.9721¡,East: 106.2761¡,1,0,"All Treatments were acclimated for 2 weeks at 20oC and then 2 weeks at the treatments select temperature before start of experiment. time the fish spent at a certain temperature I put 1500 minutes as minimum for the 1hr acclimation and the 24 hour rest, but I can't determine mean or max time.",,
58,20 _ .5,0,10,20,20,20,0,,,,1500,,Body Mass,Body mass of Chinese bream investigating thermal tolerance,g,5.7,16,2 (SE),0.26,0,0,Cypriniformes,Cyprinidae,Parabramis,pekinensis,0,0,0,1,0,North: 29.9721¡,East: 106.2761¡,1,0,"All Treatments were acclimated for 2 weeks at 20oC and then 2 weeks at the treatments select temperature before start of experiment. time the fish spent at a certain temperature I put 1500 minutes as minimum for the 1hr acclimation and the 24 hour rest, but I can't determine mean or max time.",,
58,20 _ .5,0,10,20,25,25,0,,,,1500,,Body Mass,Body mass of Chinese bream investigating thermal tolerance,g,6.23,16,2 (SE),0.38,0,0,Cypriniformes,Cyprinidae,Parabramis,pekinensis,0,0,0,1,0,North: 29.9721¡,East: 106.2761¡,1,0,"All Treatments were acclimated for 2 weeks at 20oC and then 2 weeks at the treatments select temperature before start of experiment. time the fish spent at a certain temperature I put 1500 minutes as minimum for the 1hr acclimation and the 24 hour rest, but I can't determine mean or max time.",,
58,20 _ .5,1,10,20,15,25,10,2,,,1500,,Body Mass,"measured at 15¡C, Body mass of Chinese bream investigating thermal tolerance",g,6.35,16,2 (SE),0.36,0,0,Cypriniformes,Cyprinidae,Parabramis,pekinensis,0,0,0,1,0,North: 29.9721¡,East: 106.2761¡,1,0,"the temperature for the diel fluctuation treatments was 15 and 25 with a 4 hour switch period between them which is why I put ramping. All Treatments were acclimated for 2 weeks at 20oC and then 2 weeks at the treatments select temperature before start of experiment. time the fish spent at a certain temperature I put 1500 minutes as minimum for the 1hr acclimation and the 24 hour rest, but I can't determine mean or max time.",,
58,20 _ .5,1,10,20,15,25,10,2,,,1500,,Body Mass,"measured at 25¡C, Body mass of Chinese bream investigating thermal tolerance",g,,,2 (SE),,0,0,Cypriniformes,Cyprinidae,Parabramis,pekinensis,0,0,0,1,0,North: 29.9721¡,East: 106.2761¡,1,0,"the temperature for the diel fluctuation treatments was 15 and 25 with a 4 hour switch period between them which is why I put ramping. All Treatments were acclimated for 2 weeks at 20oC and then 2 weeks at the treatments select temperature before start of experiment. time the fish spent at a certain temperature I put 1500 minutes as minimum for the 1hr acclimation and the 24 hour rest, but I can't determine mean or max time.",,
58,20 _ .5,0,10,20,15,15,0,,,,1500,,Body Length,Body length of Chinese bream investigating thermal tolerance,cm,6.95,16,2 (SE),0.1,0,0,Cypriniformes,Cyprinidae,Parabramis,pekinensis,0,0,0,1,0,North: 29.9721¡,East: 106.2761¡,1,0,"All Treatments were acclimated for 2 weeks at 20oC and then 2 weeks at the treatments select temperature before start of experiment. time the fish spent at a certain temperature I put 1500 minutes as minimum for the 1hr acclimation and the 24 hour rest, but I can't determine mean or max time.",,
58,20 _ .5,0,10,20,20,20,0,,,,1500,,Body Length,Body length of Chinese bream investigating thermal tolerance,cm,6.83,16,2 (SE),0.09,0,0,Cypriniformes,Cyprinidae,Parabramis,pekinensis,0,0,0,1,0,North: 29.9721¡,East: 106.2761¡,1,0,"All Treatments were acclimated for 2 weeks at 20oC and then 2 weeks at the treatments select temperature before start of experiment. time the fish spent at a certain temperature I put 1500 minutes as minimum for the 1hr acclimation and the 24 hour rest, but I can't determine mean or max time.",,
58,20 _ .5,0,10,20,25,25,0,,,,1500,,Body Length,Body length of Chinese bream investigating thermal tolerance,cm,7.08,16,2 (SE),0.14,0,0,Cypriniformes,Cyprinidae,Parabramis,pekinensis,0,0,0,1,0,North: 29.9721¡,East: 106.2761¡,1,0,"All Treatments were acclimated for 2 weeks at 20oC and then 2 weeks at the treatments select temperature before start of experiment. time the fish spent at a certain temperature I put 1500 minutes as minimum for the 1hr acclimation and the 24 hour rest, but I can't determine mean or max time.",,
58,20 _ .5,1,10,20,15,25,10,2,,,1500,,Body Length,"measured at 15¡C, Body length of Chinese bream investigating thermal tolerance",cm,7.09,16,2 (SE),0.13,0,0,Cypriniformes,Cyprinidae,Parabramis,pekinensis,0,0,0,1,0,North: 29.9721¡,East: 106.2761¡,1,0,"the temperature for the diel fluctuation treatments was 15 and 25 with a 4 hour switch period between them which is why I put ramping. All Treatments were acclimated for 2 weeks at 20oC and then 2 weeks at the treatments select temperature before start of experiment. time the fish spent at a certain temperature I put 1500 minutes as minimum for the 1hr acclimation and the 24 hour rest, but I can't determine mean or max time.",,
58,20 _ .5,1,10,20,15,25,10,2,,,1500,,Body Length,"measured at 25¡C, Body length of Chinese bream investigating thermal tolerance",cm,,,2 (SE),,0,0,Cypriniformes,Cyprinidae,Parabramis,pekinensis,0,0,0,1,0,North: 29.9721¡,East: 106.2761¡,1,0,"the temperature for the diel fluctuation treatments was 15 and 25 with a 4 hour switch period between them which is why I put ramping. All Treatments were acclimated for 2 weeks at 20oC and then 2 weeks at the treatments select temperature before start of experiment. time the fish spent at a certain temperature I put 1500 minutes as minimum for the 1hr acclimation and the 24 hour rest, but I can't determine mean or max time.",,
58,20 _ .5,0,10,20,15,15,0,,,,82,,Body Mass,Body mass of Chinese bream investigating critical swimming speed (Ucrit),g,6.98,10,2 (SE),0.3,0,0,Cypriniformes,Cyprinidae,Parabramis,pekinensis,0,0,0,1,0,North: 29.9721¡,East: 106.2761¡,1,0,"All Treatments were acclimated for 2 weeks at 20oC and then 2 weeks at the treatments select temperature before start of experiment. For the time the fish spent at a certain temperature I put 82 minutes as minimum for the 1hr acclimation before the test, 2 minute pilot water speed test and the first 20 minute increment spent at the first water speed.",,
58,20 _ .5,0,10,20,20,20,0,,,,82,,Body Mass,Body mass of Chinese bream investigating critical swimming speed (Ucrit),g,7.62,9,2 (SE),0.58,0,0,Cypriniformes,Cyprinidae,Parabramis,pekinensis,0,0,0,1,0,North: 29.9721¡,East: 106.2761¡,1,0,"All Treatments were acclimated for 2 weeks at 20oC and then 2 weeks at the treatments select temperature before start of experiment. For the time the fish spent at a certain temperature I put 82 minutes as minimum for the 1hr acclimation before the test, 2 minute pilot water speed test and the first 20 minute increment spent at the first water speed.",,
58,20 _ .5,0,10,20,25,25,0,,,,82,,Body Mass,Body mass of Chinese bream investigating critical swimming speed (Ucrit),g,8.69,9,2 (SE),0.4,0,0,Cypriniformes,Cyprinidae,Parabramis,pekinensis,0,0,0,1,0,North: 29.9721¡,East: 106.2761¡,1,0,"All Treatments were acclimated for 2 weeks at 20oC and then 2 weeks at the treatments select temperature before start of experiment. For the time the fish spent at a certain temperature I put 82 minutes as minimum for the 1hr acclimation before the test, 2 minute pilot water speed test and the first 20 minute increment spent at the first water speed.",,
58,20 _ .5,1,10,20,15,25,10,2,,,82,,Body Mass,"measured at 15¡C, Body mass of Chinese bream investigating critical swimming speed (Ucrit)",g,7.78,9,2 (SE),0.21,0,0,Cypriniformes,Cyprinidae,Parabramis,pekinensis,0,0,0,1,0,North: 29.9721¡,East: 106.2761¡,1,0,"All Treatments were acclimated for 2 weeks at 20oC and then 2 weeks at the treatments select temperature before start of experiment. For the time the fish spent at a certain temperature I put 82 minutes as minimum for the 1hr acclimation before the test, 2 minute pilot water speed test and the first 20 minute increment spent at the first water speed. the temperature for the diel fluctuation treatments was 15 and 25 with a 4 hour switch period between them which is why I put ramping",,
58,20 _ .5,1,10,20,15,25,10,2,,,82,,Body Mass,"measured at 25¡C, Body mass of Chinese bream investigating critical swimming speed (Ucrit)",g,7.53,8,2 (SE),0.41,0,0,Cypriniformes,Cyprinidae,Parabramis,pekinensis,0,0,0,1,0,North: 29.9721¡,East: 106.2761¡,1,0,"All Treatments were acclimated for 2 weeks at 20oC and then 2 weeks at the treatments select temperature before start of experiment. For the time the fish spent at a certain temperature I put 82 minutes as minimum for the 1hr acclimation before the test, 2 minute pilot water speed test and the first 20 minute increment spent at the first water speed. the temperature for the diel fluctuation treatments was 15 and 25 with a 4 hour switch period between them which is why I put ramping",,
58,20 _ .5,0,10,20,15,15,0,,,,82,,Body Length,Body length of Chinese bream investigating critical swimming speed (Ucrit),cm,7.35,10,2 (SE),0.1,0,0,Cypriniformes,Cyprinidae,Parabramis,pekinensis,0,0,0,1,0,North: 29.9721¡,East: 106.2761¡,1,0,"All Treatments were acclimated for 2 weeks at 20oC and then 2 weeks at the treatments select temperature before start of experiment. For the time the fish spent at a certain temperature I put 82 minutes as minimum for the 1hr acclimation before the test, 2 minute pilot water speed test and the first 20 minute increment spent at the first water speed.",,
58,20 _ .5,0,10,20,20,20,0,,,,82,,Body Length,Body length of Chinese bream investigating critical swimming speed (Ucrit),cm,7.34,9,2 (SE),0.16,0,0,Cypriniformes,Cyprinidae,Parabramis,pekinensis,0,0,0,1,0,North: 29.9721¡,East: 106.2761¡,1,0,"All Treatments were acclimated for 2 weeks at 20oC and then 2 weeks at the treatments select temperature before start of experiment. For the time the fish spent at a certain temperature I put 82 minutes as minimum for the 1hr acclimation before the test, 2 minute pilot water speed test and the first 20 minute increment spent at the first water speed.",,
58,20 _ .5,0,10,20,25,25,0,,,,82,,Body Length,Body length of Chinese bream investigating critical swimming speed (Ucrit),cm,7.78,9,2 (SE),0.15,0,0,Cypriniformes,Cyprinidae,Parabramis,pekinensis,0,0,0,1,0,North: 29.9721¡,East: 106.2761¡,1,0,"All Treatments were acclimated for 2 weeks at 20oC and then 2 weeks at the treatments select temperature before start of experiment. For the time the fish spent at a certain temperature I put 82 minutes as minimum for the 1hr acclimation before the test, 2 minute pilot water speed test and the first 20 minute increment spent at the first water speed.",,
58,20 _ .5,1,10,20,15,25,10,2,,,82,,Body Length,"measured at 15¡C, Body length of Chinese bream investigating critical swimming speed (Ucrit)",cm,7.66,9,2 (SE),0.05,0,0,Cypriniformes,Cyprinidae,Parabramis,pekinensis,0,0,0,1,0,North: 29.9721¡,East: 106.2761¡,1,0,"All Treatments were acclimated for 2 weeks at 20oC and then 2 weeks at the treatments select temperature before start of experiment. For the time the fish spent at a certain temperature I put 82 minutes as minimum for the 1hr acclimation before the test, 2 minute pilot water speed test and the first 20 minute increment spent at the first water speed. the temperature for the diel fluctuation treatments was 15 and 25 with a 4 hour switch period between them which is why I put ramping",,
58,20 _ .5,1,10,20,15,25,10,2,,,82,,Body Length,"measured at 25¡C, Body length of Chinese bream investigating critical swimming speed (Ucrit)",cm,7.44,8,2 (SE),0.14,0,0,Cypriniformes,Cyprinidae,Parabramis,pekinensis,0,0,0,1,0,North: 29.9721¡,East: 106.2761¡,1,0,"All Treatments were acclimated for 2 weeks at 20oC and then 2 weeks at the treatments select temperature before start of experiment. For the time the fish spent at a certain temperature I put 82 minutes as minimum for the 1hr acclimation before the test, 2 minute pilot water speed test and the first 20 minute increment spent at the first water speed. the temperature for the diel fluctuation treatments was 15 and 25 with a 4 hour switch period between them which is why I put ramping",,
58,20 _ .5,0,10,20,15,15,0,,,,60,,Body Mass,Body mass of Chinese bream investigating fast start escape response,g,6.31,8,2 (SE),0.52,0,0,Cypriniformes,Cyprinidae,Parabramis,pekinensis,0,0,0,1,0,North: 29.9721¡,East: 106.2761¡,1,0,"All Treatments were acclimated for 2 weeks at 20oC and then 2 weeks at the treatments select temperature before start of experiment. For the time the fish spent at a certain temperature I put 60 minutes as minimum for the 1hr acclimation before the test, but I can't determine mean or max time.",,
58,20 _ .5,0,10,20,20,20,0,,,,60,,Body Mass,Body mass of Chinese bream investigating fast start escape response,g,8.12,10,2 (SE),0.35,0,0,Cypriniformes,Cyprinidae,Parabramis,pekinensis,0,0,0,1,0,North: 29.9721¡,East: 106.2761¡,1,0,"All Treatments were acclimated for 2 weeks at 20oC and then 2 weeks at the treatments select temperature before start of experiment. For the time the fish spent at a certain temperature I put 60 minutes as minimum for the 1hr acclimation before the test, but I can't determine mean or max time.",,
58,20 _ .5,0,10,20,25,25,0,,,,60,,Body Mass,Body mass of Chinese bream investigating fast start escape response,g,8.56,9,2 (SE),0.45,0,0,Cypriniformes,Cyprinidae,Parabramis,pekinensis,0,0,0,1,0,North: 29.9721¡,East: 106.2761¡,1,0,"All Treatments were acclimated for 2 weeks at 20oC and then 2 weeks at the treatments select temperature before start of experiment. For the time the fish spent at a certain temperature I put 60 minutes as minimum for the 1hr acclimation before the test, but I can't determine mean or max time.",,
58,20 _ .5,1,10,20,15,25,10,2,,,60,,Body Mass,"measured at 15¡C, Body mass of Chinese bream investigating fast start escape response",g,7.01,8,2 (SE),0.26,0,0,Cypriniformes,Cyprinidae,Parabramis,pekinensis,0,0,0,1,0,North: 29.9721¡,East: 106.2761¡,1,0,"All Treatments were acclimated for 2 weeks at 20oC and then 2 weeks at the treatments select temperature before start of experiment. the temperature for the diel fluctuation treatments was 15 and 25 with a 4 hour switch period between them which is why I put ramping. For the time the fish spent at a certain temperature I put 60 minutes as minimum for the 1hr acclimation before the test, but I can't determine mean or max time.",,
58,20 _ .5,1,10,20,15,25,10,2,,,60,,Body Mass,"measured at 25¡C, Body mass of Chinese bream investigating fast start escape response",g,7.31,8,2 (SE),0.33,0,0,Cypriniformes,Cyprinidae,Parabramis,pekinensis,0,0,0,1,0,North: 29.9721¡,East: 106.2761¡,1,0,"All Treatments were acclimated for 2 weeks at 20oC and then 2 weeks at the treatments select temperature before start of experiment. the temperature for the diel fluctuation treatments was 15 and 25 with a 4 hour switch period between them which is why I put ramping. For the time the fish spent at a certain temperature I put 60 minutes as minimum for the 1hr acclimation before the test, but I can't determine mean or max time.",,
58,20 _ .5,0,10,20,15,15,0,,,,60,,Body Length,Body length of Chinese bream investigating fast start escape response,cm,7.04,8,2 (SE),0.21,0,0,Cypriniformes,Cyprinidae,Parabramis,pekinensis,0,0,0,1,0,North: 29.9721¡,East: 106.2761¡,1,0,"All Treatments were acclimated for 2 weeks at 20oC and then 2 weeks at the treatments select temperature before start of experiment. For the time the fish spent at a certain temperature I put 60 minutes as minimum for the 1hr acclimation before the test, but I can't determine mean or max time.",,
58,20 _ .5,0,10,20,20,20,0,,,,60,,Body Length,Body length of Chinese bream investigating fast start escape response,cm,7.68,10,2 (SE),0.09,0,0,Cypriniformes,Cyprinidae,Parabramis,pekinensis,0,0,0,1,0,North: 29.9721¡,East: 106.2761¡,1,0,"All Treatments were acclimated for 2 weeks at 20oC and then 2 weeks at the treatments select temperature before start of experiment. For the time the fish spent at a certain temperature I put 60 minutes as minimum for the 1hr acclimation before the test, but I can't determine mean or max time.",,
58,20 _ .5,0,10,20,25,25,0,,,,60,,Body Length,Body length of Chinese bream investigating fast start escape response,cm,7.77,9,2 (SE),0.16,0,0,Cypriniformes,Cyprinidae,Parabramis,pekinensis,0,0,0,1,0,North: 29.9721¡,East: 106.2761¡,1,0,"All Treatments were acclimated for 2 weeks at 20oC and then 2 weeks at the treatments select temperature before start of experiment. For the time the fish spent at a certain temperature I put 60 minutes as minimum for the 1hr acclimation before the test, but I can't determine mean or max time.",,
58,20 _ .5,1,10,20,15,25,10,2,,,60,,Body Length,"measured at 15¡C, Body length of Chinese bream investigating fast start escape response",cm,7.31,8,2 (SE),0.15,0,0,Cypriniformes,Cyprinidae,Parabramis,pekinensis,0,0,0,1,0,North: 29.9721¡,East: 106.2761¡,1,0,"All Treatments were acclimated for 2 weeks at 20oC and then 2 weeks at the treatments select temperature before start of experiment. the temperature for the diel fluctuation treatments was 15 and 25 with a 4 hour switch period between them which is why I put ramping. For the time the fish spent at a certain temperature I put 60 minutes as minimum for the 1hr acclimation before the test, but I can't determine mean or max time.",,
58,20 _ .5,1,10,20,15,25,10,2,,,60,,Body Length,"measured at 25¡C, Body length of Chinese bream investigating fast start escape response",cm,7.46,8,2 (SE),0.14,0,0,Cypriniformes,Cyprinidae,Parabramis,pekinensis,0,0,0,1,0,North: 29.9721¡,East: 106.2761¡,1,0,"All Treatments were acclimated for 2 weeks at 20oC and then 2 weeks at the treatments select temperature before start of experiment. the temperature for the diel fluctuation treatments was 15 and 25 with a 4 hour switch period between them which is why I put ramping. For the time the fish spent at a certain temperature I put 60 minutes as minimum for the 1hr acclimation before the test, but I can't determine mean or max time.",,
58,20 _ .5,0,10,20,15,15,0,,,,1500,,Critical Thermal Maximum,temperatures at which the fish showed a loss of body equilibrium,¡C,31.01,8,2 (SE),,1,0,Cypriniformes,Cyprinidae,Parabramis,pekinensis,0,0,0,1,0,North: 29.9721¡,East: 106.2761¡,1,0,"All Treatments were acclimated for 2 weeks at 20oC and then 2 weeks at the treatments select temperature before start of experiment. time the fish spent at a certain temperature I put 1500 minutes as minimum for the 1hr acclimation and the 24 hour rest, but I can't determine mean or max time.",,
58,20 _ .5,0,10,20,20,20,0,,,,1500,,Critical Thermal Maximum,temperatures at which the fish showed a loss of body equilibrium,¡C,33.69,8,2 (SE),0.09,1,0,Cypriniformes,Cyprinidae,Parabramis,pekinensis,0,0,0,1,0,North: 29.9721¡,East: 106.2761¡,1,0,"All Treatments were acclimated for 2 weeks at 20oC and then 2 weeks at the treatments select temperature before start of experiment. time the fish spent at a certain temperature I put 1500 minutes as minimum for the 1hr acclimation and the 24 hour rest, but I can't determine mean or max time.",,
58,20 _ .5,0,10,20,25,25,0,,,,1500,,Critical Thermal Maximum,temperatures at which the fish showed a loss of body equilibrium,¡C,36.83,8,2 (SE),0.19,1,0,Cypriniformes,Cyprinidae,Parabramis,pekinensis,0,0,0,1,0,North: 29.9721¡,East: 106.2761¡,1,0,"All Treatments were acclimated for 2 weeks at 20oC and then 2 weeks at the treatments select temperature before start of experiment. time the fish spent at a certain temperature I put 1500 minutes as minimum for the 1hr acclimation and the 24 hour rest, but I can't determine mean or max time.",,
58,20 _ .5,1,10,20,15,25,10,2,,,1500,,Critical Thermal Maximum,temperatures at which the fish showed a loss of body equilibrium,¡C,35.44,8,2 (SE),0.09,1,0,Cypriniformes,Cyprinidae,Parabramis,pekinensis,0,0,0,1,0,North: 29.9721¡,East: 106.2761¡,1,0,"the temperature for the diel fluctuation treatments was 15 and 25 with a 4 hour switch period between them which is why I put ramping. All Treatments were acclimated for 2 weeks at 20oC and then 2 weeks at the treatments select temperature before start of experiment. time the fish spent at a certain temperature I put 1500 minutes as minimum for the 1hr acclimation and the 24 hour rest, but I can't determine mean or max time.",,
58,20 _ .5,0,10,20,15,15,0,,,,1500,,Critical Thermal Minimum,temperatures at which the fish showed a loss of body equilibrium,¡C,0.98,8,2 (SE),0.05,1,0,Cypriniformes,Cyprinidae,Parabramis,pekinensis,0,0,0,1,0,North: 29.9721¡,East: 106.2761¡,1,0,"All Treatments were acclimated for 2 weeks at 20oC and then 2 weeks at the treatments select temperature before start of experiment. time the fish spent at a certain temperature I put 1500 minutes as minimum for the 1hr acclimation and the 24 hour rest, but I can't determine mean or max time.",,
58,20 _ .5,0,10,20,20,20,0,,,,1500,,Critical Thermal Minimum,temperatures at which the fish showed a loss of body equilibrium,¡C,5.27,8,2 (SE),0.19,1,0,Cypriniformes,Cyprinidae,Parabramis,pekinensis,0,0,0,1,0,North: 29.9721¡,East: 106.2761¡,1,0,"All Treatments were acclimated for 2 weeks at 20oC and then 2 weeks at the treatments select temperature before start of experiment. time the fish spent at a certain temperature I put 1500 minutes as minimum for the 1hr acclimation and the 24 hour rest, but I can't determine mean or max time.",,
58,20 _ .5,0,10,20,25,25,0,,,,1500,,Critical Thermal Minimum,temperatures at which the fish showed a loss of body equilibrium,¡C,8.08,8,2 (SE),0.2,1,0,Cypriniformes,Cyprinidae,Parabramis,pekinensis,0,0,0,1,0,North: 29.9721¡,East: 106.2761¡,1,0,"All Treatments were acclimated for 2 weeks at 20oC and then 2 weeks at the treatments select temperature before start of experiment. time the fish spent at a certain temperature I put 1500 minutes as minimum for the 1hr acclimation and the 24 hour rest, but I can't determine mean or max time.",,
58,20 _ .5,1,10,20,15,25,10,2,,,1500,,Critical Thermal Minimum,temperatures at which the fish showed a loss of body equilibrium,¡C,4.96,8,2 (SE),0.18,1,0,Cypriniformes,Cyprinidae,Parabramis,pekinensis,0,0,0,1,0,North: 29.9721¡,East: 106.2761¡,1,0,"the temperature for the diel fluctuation treatments was 15 and 25 with a 4 hour switch period between them which is why I put ramping. All Treatments were acclimated for 2 weeks at 20oC and then 2 weeks at the treatments select temperature before start of experiment. time the fish spent at a certain temperature I put 1500 minutes as minimum for the 1hr acclimation and the 24 hour rest, but I can't determine mean or max time.",,
58,20 _ .5,0,10,20,15,15,0,,,,1500,,Lethal Thermal Maximum,temperatures at which gill movements ceased,¡C,32.93,8,2 (SE),,1,0,Cypriniformes,Cyprinidae,Parabramis,pekinensis,0,0,0,1,0,North: 29.9721¡,East: 106.2761¡,1,0,"All Treatments were acclimated for 2 weeks at 20oC and then 2 weeks at the treatments select temperature before start of experiment. time the fish spent at a certain temperature I put 1500 minutes as minimum for the 1hr acclimation and the 24 hour rest, but I can't determine mean or max time.",,
58,20 _ .5,0,10,20,20,20,0,,,,1500,,Lethal Thermal Maximum,temperatures at which gill movements ceased,¡C,34.3,8,2 (SE),0.14,1,0,Cypriniformes,Cyprinidae,Parabramis,pekinensis,0,0,0,1,0,North: 29.9721¡,East: 106.2761¡,1,0,"All Treatments were acclimated for 2 weeks at 20oC and then 2 weeks at the treatments select temperature before start of experiment. time the fish spent at a certain temperature I put 1500 minutes as minimum for the 1hr acclimation and the 24 hour rest, but I can't determine mean or max time.",,
