curve_id,study_id,temp_init,temp_regime,temp_range,mean_temp,min_temp,max_temp,dtr,dtr_cal,fluc_type,ramp_type,mean_time,min_time,max_time,trait,trait_def,units,response,sample_size,variance_type,variance_value,qual_measure,ind_pop,order,family,genus,species,additional_complexity,ls_treat,ls_measure,vert_invert,plant_animal,lab_wild,lat,long,body_size,thermoregulate,notes,x,x_1,dataset
2,10,25,1,15-29,18.5,10,27,NA,17,1,1,0,1440,1440,development time,time to hatch,days,3.56,55,1,0.011,0,0,Diptera,Drosophilidae,Drosophila,melanogaster,male,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
2,10,25,1,15-29,18.5,10,27,NA,17,1,1,0,1440,1440,development time,time to hatch,days,3.73,67,1,0.017,0,0,Diptera,Drosophilidae,Drosophila,melanogaster,male,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
2,10,25,1,15-29,15,10,20,NA,10,1,1,0,1440,1440,development time,time to hatch,days,6.1,12,1,0.04,0,0,Diptera,Drosophilidae,Drosophila,melanogaster,male,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
2,10,25,1,15-29,15,10,20,NA,10,1,1,0,1440,1440,development time,time to hatch,days,6.04,20,1,0.021,0,0,Diptera,Drosophilidae,Drosophila,melanogaster,male,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
2,10,25,1,15-29,15,10,20,NA,10,1,1,0,1440,1440,development time,time to hatch,days,6.07,30,1,0.034,0,0,Diptera,Drosophilidae,Drosophila,melanogaster,male,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
3,11,NA,1,10-32,10.5,5,16,NA,11,2,1,0,720,720,development rate,100 over time?,100/T,2.22293454,187,NA,NA,0,0,Hymenoptera,Braconidae,praon,exsoletum,NA,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
3,11,NA,1,10-32,12.5,7,18,NA,11,2,1,0,720,720,development rate,100 over time?,100/T,2.9652523,404,NA,NA,0,0,Hymenoptera,Braconidae,praon,exsoletum,NA,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
3,11,NA,1,10-32,16.1,10.600000000000001,21.6,NA,11,2,1,0,720,720,development rate,100 over time?,100/T,4.86984561,333,NA,NA,0,0,Hymenoptera,Braconidae,praon,exsoletum,NA,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
3,11,NA,1,10-32,21.1,15.600000000000001,26.6,NA,11,2,1,0,720,720,development rate,100 over time?,100/T,7.14466489,45,NA,NA,0,0,Hymenoptera,Braconidae,praon,exsoletum,NA,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
3,11,NA,1,10-32,23.9,18.4,29.4,NA,11,2,1,0,720,720,development rate,100 over time?,100/T,7.09737299,79,NA,NA,0,0,Hymenoptera,Braconidae,praon,exsoletum,NA,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
3,11,NA,1,10-32,26.7,21.2,32.2,NA,11.000000000000004,2,1,0,720,720,development rate,100 over time?,100/T,6.63371145,39,NA,NA,0,0,Hymenoptera,Braconidae,praon,exsoletum,NA,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
4,11,NA,1,10-32,8,2.5,13.5,NA,11,2,1,0,720,720,development rate,100 over time?,100/T,2.22724033,130,NA,NA,0,0,Hemiptera,Aphididae,therioaphis,trifolii,NA,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
4,11,NA,1,10-32,10.5,5,16,NA,11,2,1,0,720,720,development rate,100 over time?,100/T,3.26170576,200,NA,NA,0,0,Hemiptera,Aphididae,therioaphis,trifolii,NA,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
4,11,NA,1,10-32,12.5,7,18,NA,11,2,1,0,720,720,development rate,100 over time?,100/T,5.7905665,NA,NA,NA,0,0,Hemiptera,Aphididae,therioaphis,trifolii,NA,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
4,11,NA,1,10-32,16.1,10.600000000000001,21.6,NA,11,2,1,0,720,720,development rate,100 over time?,100/T,8.40166778,NA,NA,NA,0,0,Hemiptera,Aphididae,therioaphis,trifolii,NA,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
4,11,NA,1,10-32,21.1,15.600000000000001,26.6,NA,11,2,1,0,720,720,development rate,100 over time?,100/T,13.0451725,NA,NA,NA,0,0,Hemiptera,Aphididae,therioaphis,trifolii,NA,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
4,11,NA,1,10-32,23.9,18.4,29.4,NA,11,2,1,0,720,720,development rate,100 over time?,100/T,14.9920343,NA,NA,NA,0,0,Hemiptera,Aphididae,therioaphis,trifolii,NA,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
4,11,NA,1,10-32,26.7,21.2,32.2,NA,11.000000000000004,2,1,0,720,720,development rate,100 over time?,100/T,16.3567536,NA,NA,NA,0,0,Hemiptera,Aphididae,therioaphis,trifolii,NA,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
4,11,NA,1,10-32,29.4,23.9,34.9,NA,11,2,1,0,720,720,development rate,100 over time?,100/T,16.3521608,NA,NA,NA,0,0,Hemiptera,Aphididae,therioaphis,trifolii,NA,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
4,11,NA,1,10-32,32.2,26.700000000000003,37.7,NA,11,2,1,0,720,720,development rate,100 over time?,100/T,16.138522,NA,NA,NA,0,0,Hemiptera,Aphididae,therioaphis,trifolii,NA,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
5,11,NA,1,10-32,10.5,5,16,NA,11,2,1,0,720,720,development time,time to hatch,days,37.5417303,187,NA,NA,0,0,Hymenoptera,Braconidae,praon,exsoletum,NA,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
5,11,NA,1,10-32,12.5,7,18,NA,11,2,1,0,720,720,development time,time to hatch,days,33.2162797,404,NA,NA,0,0,Hymenoptera,Braconidae,praon,exsoletum,NA,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
5,11,NA,1,10-32,16.1,10.600000000000001,21.6,NA,11,2,1,0,720,720,development time,time to hatch,days,28.1801589,333,NA,NA,0,0,Hymenoptera,Braconidae,praon,exsoletum,NA,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
5,11,NA,1,10-32,21.1,15.600000000000001,26.6,NA,11,2,1,0,720,720,development time,time to hatch,days,25.4276125,45,NA,NA,0,0,Hymenoptera,Braconidae,praon,exsoletum,NA,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
