curve_id,study_id,temp_init,temp_regime,temp_range,mean_temp,min_temp,max_temp,dtr,fluc_type,ramp_type,mean_time,min_time,max_time,trait,trait_def,units,response,sample_size,variance_type,variance_value,qual_measure,ind_pop,order,family,genus,species,additional_complexity,ls_treat,ls_measure,vert_invert,plant_animal,lab_wild,lat,long,body_size,thermoregulate,notes,x,x_1,dataset
1,10,25,1,15-29,15,10,20,10,1,1,0,1440,1440,development rate,1/time to hatch,1/days,0.17889087656529518,15,1,0.03,0,0,Diptera,Drosophilidae,Drosophila,melanogaster,female,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
1,10,25,1,15-29,15,10,20,10,1,1,0,1440,1440,development rate,1/time to hatch,1/days,0.17391304347826086,18,1,0.036,0,0,Diptera,Drosophilidae,Drosophila,melanogaster,female,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
1,10,25,1,15-29,15,10,20,10,1,1,0,1440,1440,development rate,1/time to hatch,1/days,0.17889087656529518,24,1,0.009,0,0,Diptera,Drosophilidae,Drosophila,melanogaster,female,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
2,10,25,0,10-34,15,15,15,0,NA,NA,NA,NA,NA,development rate,1/time to hatch,1/days,0.0706713780918728,40,1,0.036,0,0,Diptera,Drosophilidae,Drosophila,melanogaster,male,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
2,10,25,0,10-34,20,20,20,0,NA,NA,NA,NA,NA,development rate,1/time to hatch,1/days,0.14749262536873156,92,1,0.008,0,0,Diptera,Drosophilidae,Drosophila,melanogaster,male,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
2,10,25,0,10-34,22.5,22.5,22.5,0,NA,NA,NA,NA,NA,development rate,1/time to hatch,1/days,0.18975332068311196,63,1,0.012,0,0,Diptera,Drosophilidae,Drosophila,melanogaster,male,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
2,10,25,0,10-34,25,25,25,0,NA,NA,NA,NA,NA,development rate,1/time to hatch,1/days,0.2347417840375587,118,1,0.007,0,0,Diptera,Drosophilidae,Drosophila,melanogaster,male,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
2,10,25,0,10-34,26,26,26,0,NA,NA,NA,NA,NA,development rate,1/time to hatch,1/days,0.25,35,1,0.006,0,0,Diptera,Drosophilidae,Drosophila,melanogaster,male,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
2,10,25,0,10-34,27,27,27,0,NA,NA,NA,NA,NA,development rate,1/time to hatch,1/days,0.2645502645502646,108,1,0.003,0,0,Diptera,Drosophilidae,Drosophila,melanogaster,male,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
2,10,25,0,10-34,27.5,27.5,27.5,0,NA,NA,NA,NA,NA,development rate,1/time to hatch,1/days,0.273972602739726,110,1,0.002,0,0,Diptera,Drosophilidae,Drosophila,melanogaster,male,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
2,10,25,0,10-34,28,28,28,0,NA,NA,NA,NA,NA,development rate,1/time to hatch,1/days,0.2808988764044944,71,1,0.005,0,0,Diptera,Drosophilidae,Drosophila,melanogaster,male,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
2,10,25,0,10-34,28.5,28.5,28.5,0,NA,NA,NA,NA,NA,development rate,1/time to hatch,1/days,0.2898550724637681,47,1,0.004,0,0,Diptera,Drosophilidae,Drosophila,melanogaster,male,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
2,10,25,0,10-34,29,29,29,0,NA,NA,NA,NA,NA,development rate,1/time to hatch,1/days,0.29411764705882354,104,1,0.004,0,0,Diptera,Drosophilidae,Drosophila,melanogaster,male,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
2,10,25,0,10-34,29.5,29.5,29.5,0,NA,NA,NA,NA,NA,development rate,1/time to hatch,1/days,0.29850746268656714,105,1,0.004,0,0,Diptera,Drosophilidae,Drosophila,melanogaster,male,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
2,10,25,0,10-34,30,30,30,0,NA,NA,NA,NA,NA,development rate,1/time to hatch,1/days,0.29850746268656714,66,1,0.003,0,0,Diptera,Drosophilidae,Drosophila,melanogaster,male,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
2,10,25,0,10-34,31,31,31,0,NA,NA,NA,NA,NA,development rate,1/time to hatch,1/days,0.29850746268656714,21,1,0.008,0,0,Diptera,Drosophilidae,Drosophila,melanogaster,male,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
2,10,25,0,10-34,32,32,32,0,NA,NA,NA,NA,NA,development rate,1/time to hatch,1/days,0.2857142857142857,24,1,0.008,0,0,Diptera,Drosophilidae,Drosophila,melanogaster,male,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
2,10,25,0,10-34,33,33,33,0,NA,NA,NA,NA,NA,development rate,1/time to hatch,1/days,0.27548209366391185,17,1,0.016,0,0,Diptera,Drosophilidae,Drosophila,melanogaster,male,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
2,10,25,1,24-33,28.5,24,33,9,1,1,0,1440,1440,development rate,1/time to hatch,1/days,0.24630541871921185,10,1,0.016,0,0,Diptera,Drosophilidae,Drosophila,melanogaster,male,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
2,10,25,1,24-33,28.5,24,33,9,1,1,0,1440,1440,development rate,1/time to hatch,1/days,0.23148148148148145,28,1,0.008,0,0,Diptera,Drosophilidae,Drosophila,melanogaster,male,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
2,10,25,1,24-33,28,24,32,8,1,1,0,1440,1440,development rate,1/time to hatch,1/days,0.2518891687657431,40,1,0.007,0,0,Diptera,Drosophilidae,Drosophila,melanogaster,male,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
2,10,25,1,24-33,28,24,32,8,1,1,0,1440,1440,development rate,1/time to hatch,1/days,0.23696682464454977,29,1,0.007,0,0,Diptera,Drosophilidae,Drosophila,melanogaster,male,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
2,10,25,1,24-33,28.5,26,31,5,1,1,0,1440,1440,development rate,1/time to hatch,1/days,0.2747252747252747,29,1,0.007,0,0,Diptera,Drosophilidae,Drosophila,melanogaster,male,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
2,10,25,1,24-33,28.5,26,31,5,1,1,0,1440,1440,development rate,1/time to hatch,1/days,0.26666666666666666,29,1,0.008,0,0,Diptera,Drosophilidae,Drosophila,melanogaster,male,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
2,10,25,1,24-33,27.5,25,30,5,1,1,0,1440,1440,development rate,1/time to hatch,1/days,0.2724795640326976,33,1,0.006,0,0,Diptera,Drosophilidae,Drosophila,melanogaster,male,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
2,10,25,1,24-33,27.5,25,30,5,1,1,0,1440,1440,development rate,1/time to hatch,1/days,0.2531645569620253,37,1,0.007,0,0,Diptera,Drosophilidae,Drosophila,melanogaster,male,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
2,10,25,1,24-33,25,20,30,10,1,1,0,1440,1440,development rate,1/time to hatch,1/days,0.20576131687242796,36,1,0.019,0,0,Diptera,Drosophilidae,Drosophila,melanogaster,male,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
2,10,25,1,24-33,25,20,30,10,1,1,0,1440,1440,development rate,1/time to hatch,1/days,0.2188183807439825,45,1,0.011,0,0,Diptera,Drosophilidae,Drosophila,melanogaster,male,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
2,10,25,1,15-29,25,21,29,8,1,1,0,1440,1440,development rate,1/time to hatch,1/days,0.22123893805309736,35,1,0.007,0,0,Diptera,Drosophilidae,Drosophila,melanogaster,male,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
2,10,25,1,15-29,25,21,29,8,1,1,0,1440,1440,development rate,1/time to hatch,1/days,0.22779043280182235,30,1,0.004,0,0,Diptera,Drosophilidae,Drosophila,melanogaster,male,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
2,10,25,1,15-29,25,22.5,27.5,5,1,1,0,1440,1440,development rate,1/time to hatch,1/days,0.2320185614849188,42,1,0.01,0,0,Diptera,Drosophilidae,Drosophila,melanogaster,male,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
2,10,25,1,15-29,25,22.5,27.5,5,1,1,0,1440,1440,development rate,1/time to hatch,1/days,0.23980815347721823,32,1,0.012,0,0,Diptera,Drosophilidae,Drosophila,melanogaster,male,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
2,10,25,1,15-29,20,15,25,10,1,1,0,1440,1440,development rate,1/time to hatch,1/days,0.14388489208633093,28,1,0.007,0,0,Diptera,Drosophilidae,Drosophila,melanogaster,male,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
2,10,25,1,15-29,17,7,27,20,1,1,0,1440,1440,development rate,1/time to hatch,1/days,0.26666666666666666,13,1,0.006,0,0,Diptera,Drosophilidae,Drosophila,melanogaster,male,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
2,10,25,1,15-29,17,7,27,20,1,1,0,1440,1440,development rate,1/time to hatch,1/days,0.2597402597402597,27,1,0.004,0,0,Diptera,Drosophilidae,Drosophila,melanogaster,male,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
2,10,25,1,15-29,17.5,8,27,19,1,1,0,1440,1440,development rate,1/time to hatch,1/days,0.2695417789757412,21,1,0.002,0,0,Diptera,Drosophilidae,Drosophila,melanogaster,male,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
2,10,25,1,15-29,17.5,8,27,19,1,1,0,1440,1440,development rate,1/time to hatch,1/days,0.2777777777777778,38,1,0.004,0,0,Diptera,Drosophilidae,Drosophila,melanogaster,male,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
2,10,25,1,15-29,18,9,27,18,1,1,0,1440,1440,development rate,1/time to hatch,1/days,0.2724795640326976,33,1,0.003,0,0,Diptera,Drosophilidae,Drosophila,melanogaster,male,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
2,10,25,1,15-29,18,9,27,18,1,1,0,1440,1440,development rate,1/time to hatch,1/days,0.2785515320334262,36,1,0.007,0,0,Diptera,Drosophilidae,Drosophila,melanogaster,male,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
2,10,25,1,15-29,18.5,10,27,17,1,1,0,1440,1440,development rate,1/time to hatch,1/days,0.2808988764044944,55,1,0.011,0,0,Diptera,Drosophilidae,Drosophila,melanogaster,male,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
2,10,25,1,15-29,18.5,10,27,17,1,1,0,1440,1440,development rate,1/time to hatch,1/days,0.2680965147453083,67,1,0.017,0,0,Diptera,Drosophilidae,Drosophila,melanogaster,male,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
2,10,25,1,15-29,15,10,20,10,1,1,0,1440,1440,development rate,1/time to hatch,1/days,0.1639344262295082,12,1,0.04,0,0,Diptera,Drosophilidae,Drosophila,melanogaster,male,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
2,10,25,1,15-29,15,10,20,10,1,1,0,1440,1440,development rate,1/time to hatch,1/days,0.16556291390728478,20,1,0.021,0,0,Diptera,Drosophilidae,Drosophila,melanogaster,male,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
2,10,25,1,15-29,15,10,20,10,1,1,0,1440,1440,development rate,1/time to hatch,1/days,0.16474464579901152,30,1,0.034,0,0,Diptera,Drosophilidae,Drosophila,melanogaster,male,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
3,119,NA,0,6,24,24,24,0,NA,NA,NA,NA,NA,weight gain,change in wet mass from beginning to end / total days,g/day,3.52,NA,NA,NA,0,1,NA,NA,Pistia,stratiotes,NA,NA,NA,1,0,0,NA,NA,0,NA,NA,NA,NA,vb_team_data
3,119,NA,0,6,26,26,26,0,NA,NA,NA,NA,NA,weight gain,change in wet mass from beginning to end / total days,g/day,4.57,NA,NA,NA,0,1,NA,NA,Pistia,stratiotes,NA,NA,NA,1,0,0,NA,NA,0,NA,NA,NA,NA,vb_team_data
3,119,NA,0,6,28,28,28,0,NA,NA,NA,NA,NA,weight gain,change in wet mass from beginning to end / total days,g/day,6.22,NA,NA,NA,0,1,NA,NA,Pistia,stratiotes,NA,NA,NA,1,0,0,NA,NA,0,NA,NA,NA,NA,vb_team_data
3,119,NA,0,6,30,30,30,0,NA,NA,NA,NA,NA,weight gain,change in wet mass from beginning to end / total days,g/day,7.23,NA,NA,NA,0,1,NA,NA,Pistia,stratiotes,NA,NA,NA,1,0,0,NA,NA,0,NA,NA,NA,NA,vb_team_data
3,119,NA,1,6,26,24,28,4,2,1,NA,NA,NA,weight gain,change in wet mass from beginning to end / total days,g/day,5.25,NA,NA,NA,0,1,NA,NA,Pistia,stratiotes,NA,NA,NA,1,0,0,NA,NA,0,NA,NA,NA,NA,vb_team_data
3,119,NA,1,6,28,26,30,4,2,1,NA,NA,NA,weight gain,change in wet mass from beginning to end / total days,g/day,7.15,NA,NA,NA,0,1,NA,NA,Pistia,stratiotes,NA,NA,NA,1,0,0,NA,NA,0,NA,NA,NA,NA,vb_team_data
4,13,NA,0,18-30,18,18,18,0,NA,NA,NA,NA,NA,development rate,NA,hour ^-1,8.5079e-4,32,0,8.69563e-6,1,0,Anura,Limnodynastidae,Limnodynastes,peronii,25 to 31,0,0,1,1,1,NA,NA,1,NA,NA,NA,NA,maggie_data
4,13,NA,0,18-30,22,22,22,0,NA,NA,NA,NA,NA,development rate,NA,hour ^-1,9.8922e-4,35,0,8.69565e-6,1,0,Anura,Limnodynastidae,Limnodynastes,peronii,25 to 31,0,0,1,1,1,NA,NA,1,NA,NA,NA,NA,maggie_data
4,13,NA,0,18-30,26,26,26,0,NA,NA,NA,NA,NA,development rate,NA,hour ^-1,0.00131896,32,0,2.17391e-5,1,0,Anura,Limnodynastidae,Limnodynastes,peronii,25 to 31,0,0,1,1,1,NA,NA,1,NA,NA,NA,NA,maggie_data
4,13,NA,0,18-30,30,30,30,0,NA,NA,NA,NA,NA,development rate,NA,hour ^-1,0.00117044,34,0,1.73913e-5,1,0,Anura,Limnodynastidae,Limnodynastes,peronii,25 to 31,0,0,1,1,1,NA,NA,1,NA,NA,NA,NA,maggie_data
4,13,NA,1,18-34,22,18,28,10,2,1,NA,120,120,development rate,NA,hour ^-1,0.0026,26,0,1e-4,0,0,Anura,Limnodynastidae,Limnodynastes,peronii,25 to 31,0,0,1,1,1,NA,NA,1,NA,NA,NA,NA,maggie_data
4,13,NA,1,18-34,26,18,34,16,2,1,NA,120,120,development rate,NA,hour ^-1,0.0024,29,0,0,0,0,Anura,Limnodynastidae,Limnodynastes,peronii,25 to 31,0,0,1,1,1,NA,NA,1,NA,NA,NA,NA,maggie_data
5,13,NA,0,18-30,18,18,18,0,NA,NA,NA,NA,NA,development rate,NA,hour ^-1,7.1762e-4,23,0,4.37587e-6,1,0,Anura,Limnodynastidae,Limnodynastes,peronii,31 to 42,0,0,1,1,1,NA,NA,1,NA,NA,NA,NA,maggie_data
5,13,NA,0,18-30,22,22,22,0,NA,NA,NA,NA,NA,development rate,NA,hour ^-1,0.00135356,11,0,5.83447e-6,1,0,Anura,Limnodynastidae,Limnodynastes,peronii,31 to 42,0,0,1,1,1,NA,NA,1,NA,NA,NA,NA,maggie_data
5,13,NA,0,18-30,26,26,26,0,NA,NA,NA,NA,NA,development rate,NA,hour ^-1,0.00182614,14,0,1.02099e-5,1,0,Anura,Limnodynastidae,Limnodynastes,peronii,31 to 42,0,0,1,1,1,NA,NA,1,NA,NA,NA,NA,maggie_data
5,13,NA,0,18-30,30,30,30,0,NA,NA,NA,NA,NA,development rate,NA,hour ^-1,0.00155776,25,0,2.91713e-6,1,0,Anura,Limnodynastidae,Limnodynastes,peronii,31 to 42,0,0,1,1,1,NA,NA,1,NA,NA,NA,NA,maggie_data
5,13,NA,1,18-34,22,18,28,10,2,1,NA,120,120,development rate,NA,hour ^-1,0.0018,23,0,1e-4,0,0,Anura,Limnodynastidae,Limnodynastes,peronii,31 to 42,0,0,1,1,1,NA,NA,1,NA,NA,NA,NA,maggie_data
5,13,NA,1,18-34,26,18,34,16,2,1,NA,120,120,development rate,NA,hour ^-1,0.0016,23,0,1e-4,0,0,Anura,Limnodynastidae,Limnodynastes,peronii,31 to 42,0,0,1,1,1,NA,NA,1,NA,NA,NA,NA,maggie_data
6,13,NA,0,18-30,18,18,18,0,NA,NA,NA,NA,NA,development rate,NA,hour ^-1,0.00805191,NA,0,3.43511e-4,1,0,Anura,Limnodynastidae,Limnodynastes,peronii,embryonic,0,0,1,1,1,NA,NA,1,NA,NA,NA,NA,maggie_data
