curve_id,study_id,temp_init,mean_temp,dtr,fluc_type,period_flux,trait,units,response,sample_size,variance_type,variance_value,qual_measure,ind_pop,genus,species,ls_treat,body_size
182,simonici2019,31,31,0,1,24,percent females,percent,100,18,0,0,0,1,Caiman,latirostris,1,3
182,simonici2019,31,31,4,1,24,percent females,percent,89.4,27,0,6,0,1,Caiman,latirostris,1,3
180,simonici2019,31,31,0,1,24,incubation period,days,75.6,18,0,0.3,0,0,Caiman,latirostris,1,3
180,simonici2019,31,31,4,1,24,incubation period,days,74.9,27,0,0.3,0,0,Caiman,latirostris,1,3
179,simonici2019,31,31,0,1,24,hatching success,percent,71,18,0,5,0,1,Caiman,latirostris,1,3
179,simonici2019,31,31,4,1,24,hatching success,percent,83,27,0,4,0,1,Caiman,latirostris,1,3
183,simonici2019,31,31,0,1,24,total length,cm,24.2,18,0,0.2,0,0,Caiman,latirostris,1,3
183,simonici2019,31,31,4,1,24,total length,cm,24.9,27,0,0.5,0,0,Caiman,latirostris,1,3
181,simonici2019,31,31,0,1,24,mass,g,51.6,18,0,1,0,0,Caiman,latirostris,1,3
181,simonici2019,31,31,4,1,24,mass,g,51.4,27,0,1,0,0,Caiman,latirostris,1,3
90,lowenborg2012,25,25,0,1,24,days to first slough,days,9.07526882,25,1,0.49382716,1,0,Natrix,natrix,1,2
90,lowenborg2012,25,25,12,1,24,days to first slough,days,10.2795699,29,1,0.54161689,1,0,Natrix,natrix,1,2
89,lowenborg2012,25,25,0,1,24,aquatic speed,m * s^-1,0.24675768,25,1,0.02528125,1,0,Natrix,natrix,1,2
89,lowenborg2012,25,25,12,1,24,aquatic speed,m * s^-1,0.27269625,29,1,0.0222475,1,0,Natrix,natrix,1,2
91,lowenborg2012,25,25,0,1,24,distance covered,m,2.8125,25,1,1.77469136,1,0,Natrix,natrix,1,2
91,lowenborg2012,25,25,12,1,24,distance covered,m,3.125,29,1,1.80041152,1,0,Natrix,natrix,1,2
172,semenov2007,37,7,0,1,24,survival,CFU * g dry weight manure^-1,26366509,3,1,4587583.94,1,1,Escherichia,coli,1,0
172,semenov2007,37,7,14,1,24,survival,CFU * g dry weight manure^-1,18649907.9,3,1,NA,1,1,Escherichia,coli,1,0
172,semenov2007,37,16,0,1,24,survival,CFU * g dry weight manure^-1,8557183.15,3,1,1948886.11,1,1,Escherichia,coli,1,0
172,semenov2007,37,16,14,1,24,survival,CFU * g dry weight manure^-1,3926313.4,3,1,1031123.62,1,1,Escherichia,coli,1,0
172,semenov2007,37,23,0,1,24,survival,CFU * g dry weight manure^-1,1168608.86,3,1,181593.179,1,1,Escherichia,coli,1,0
172,semenov2007,37,23,14,1,24,survival,CFU * g dry weight manure^-1,246023.982,3,1,94114.1938,1,1,Escherichia,coli,1,0
173,semenov2007,37,7,0,1,24,survival,CFU * g dry weight manure^-1,70640961.8,3,1,NA,1,1,Salmonella,enetrica,1,0
173,semenov2007,37,7,14,1,24,survival,CFU * g dry weight manure^-1,38450824.8,3,1,33960708,1,1,Salmonella,enetrica,1,0
173,semenov2007,37,16,0,1,24,survival,CFU * g dry weight manure^-1,10444025.5,3,1,2753380.32,1,1,Salmonella,enetrica,1,0
173,semenov2007,37,16,14,1,24,survival,CFU * g dry weight manure^-1,6200872.91,3,1,1083019.7,1,1,Salmonella,enetrica,1,0
173,semenov2007,37,23,0,1,24,survival,CFU * g dry weight manure^-1,1684283.11,3,1,597246.494,1,1,Salmonella,enetrica,1,0
173,semenov2007,37,23,14,1,24,survival,CFU * g dry weight manure^-1,1415609.26,3,1,456586.449,1,1,Salmonella,enetrica,1,0
172,semenov2007,37,7,0,1,24,survival,CFU * g dry weight manure^-1,1857022665,3,1,418897866,1,1,Escherichia,coli,1,0
172,semenov2007,37,7,14,1,24,survival,CFU * g dry weight manure^-1,64040042.7,3,1,NA,1,1,Escherichia,coli,1,0
172,semenov2007,37,16,0,1,24,survival,CFU * g dry weight manure^-1,1095031275,3,1,247011667,1,1,Escherichia,coli,1,0
172,semenov2007,37,16,14,1,24,survival,CFU * g dry weight manure^-1,1169769675,3,1,263870781,1,1,Escherichia,coli,1,0
172,semenov2007,37,23,0,1,24,survival,CFU * g dry weight manure^-1,73080125.3,3,1,14569949.5,1,1,Escherichia,coli,1,0
172,semenov2007,37,23,14,1,24,survival,CFU * g dry weight manure^-1,196746407,3,1,20171870.1,1,1,Escherichia,coli,1,0
172,semenov2007,37,33,0,1,24,survival,CFU * g dry weight manure^-1,46034394.7,3,1,17521103.3,1,1,Escherichia,coli,1,0
172,semenov2007,37,33,14,1,24,survival,CFU * g dry weight manure^-1,2875950.2,3,1,380867.753,1,1,Escherichia,coli,1,0
173,semenov2007,37,7,0,1,24,survival,CFU * g dry weight manure^-1,127427499,3,1,NA,1,1,Salmonella,enetrica,1,0
173,semenov2007,37,7,14,1,24,survival,CFU * g dry weight manure^-1,90133703.9,3,1,NA,1,1,Salmonella,enetrica,1,0
173,semenov2007,37,16,0,1,24,survival,CFU * g dry weight manure^-1,413562692,3,1,135588261,1,1,Salmonella,enetrica,1,0
173,semenov2007,37,16,14,1,24,survival,CFU * g dry weight manure^-1,360073349,3,1,NA,1,1,Salmonella,enetrica,1,0
173,semenov2007,37,23,0,1,24,survival,CFU * g dry weight manure^-1,826595874,3,1,213353715,1,1,Salmonella,enetrica,1,0
173,semenov2007,37,23,14,1,24,survival,CFU * g dry weight manure^-1,313502206,3,1,NA,1,1,Salmonella,enetrica,1,0
173,semenov2007,37,33,0,1,24,survival,CFU * g dry weight manure^-1,1541593693,3,1,492030392,1,1,Salmonella,enetrica,1,0
173,semenov2007,37,33,14,1,24,survival,CFU * g dry weight manure^-1,254691844,3,1,NA,1,1,Salmonella,enetrica,1,0
170,semenov2007,37,7,0,1,24,rate of change,1 day ^-1,-0.0503597,3,1,0.01366907,1,1,Escherichia,coli,1,0
170,semenov2007,37,7,14,1,24,rate of change,1 day ^-1,-0.0776978,3,1,0.01942446,1,1,Escherichia,coli,1,0
170,semenov2007,37,16,0,1,24,rate of change,1 day ^-1,-0.1064748,3,1,0.0028777,1,1,Escherichia,coli,1,0
170,semenov2007,37,16,14,1,24,rate of change,1 day ^-1,-0.1280576,3,1,0.00359712,1,1,Escherichia,coli,1,0
170,semenov2007,37,23,0,1,24,rate of change,1 day ^-1,-0.1611511,3,1,NA,1,1,Escherichia,coli,1,0
170,semenov2007,37,23,14,1,24,rate of change,1 day ^-1,-0.1892086,3,1,NA,1,1,Escherichia,coli,1,0
171,semenov2007,37,7,0,1,24,rate of change,1 day ^-1,-0.0185874,3,1,0.00297398,1,1,Salmonella,enetrica,1,0
171,semenov2007,37,7,14,1,24,rate of change,1 day ^-1,-0.0334572,3,1,0.00371747,1,1,Salmonella,enetrica,1,0
171,semenov2007,37,16,0,1,24,rate of change,1 day ^-1,-0.0572491,3,1,0.00297398,1,1,Salmonella,enetrica,1,0
171,semenov2007,37,16,14,1,24,rate of change,1 day ^-1,-0.067658,3,1,NA,1,1,Salmonella,enetrica,1,0
171,semenov2007,37,23,0,1,24,rate of change,1 day ^-1,-0.0914498,3,1,0.00743494,1,1,Salmonella,enetrica,1,0
171,semenov2007,37,23,14,1,24,rate of change,1 day ^-1,-0.0988848,3,1,0.00669145,1,1,Salmonella,enetrica,1,0
170,semenov2007,37,7,0,1,24,rate of change,1 day ^-1,-0.054902,3,1,0.03333333,1,1,Escherichia,coli,1,0
170,semenov2007,37,7,14,1,24,rate of change,1 day ^-1,-0.0313725,3,1,NA,1,1,Escherichia,coli,1,0
170,semenov2007,37,16,0,1,24,rate of change,1 day ^-1,0.27254902,3,1,0.05882353,1,1,Escherichia,coli,1,0
170,semenov2007,37,16,14,1,24,rate of change,1 day ^-1,0.15686275,3,1,0.03235294,1,1,Escherichia,coli,1,0
170,semenov2007,37,23,0,1,24,rate of change,1 day ^-1,0.16078431,3,1,0.04901961,1,1,Escherichia,coli,1,0
170,semenov2007,37,23,14,1,24,rate of change,1 day ^-1,0,3,1,NA,1,1,Escherichia,coli,1,0
170,semenov2007,37,33,0,1,24,rate of change,1 day ^-1,-0.0470588,3,1,0.00882353,1,1,Escherichia,coli,1,0
170,semenov2007,37,33,14,1,24,rate of change,1 day ^-1,-0.1019608,3,1,NA,1,1,Escherichia,coli,1,0
171,semenov2007,37,7,0,1,24,rate of change,1 day ^-1,-0.1605263,3,1,0.09671053,1,1,Salmonella,enetrica,1,0
171,semenov2007,37,7,14,1,24,rate of change,1 day ^-1,-0.1144737,3,1,0.05986842,1,1,Salmonella,enetrica,1,0
171,semenov2007,37,16,0,1,24,rate of change,1 day ^-1,0.71447368,3,1,0.04144737,1,1,Salmonella,enetrica,1,0
171,semenov2007,37,16,14,1,24,rate of change,1 day ^-1,0.66842105,3,1,0.05986842,1,1,Salmonella,enetrica,1,0
171,semenov2007,37,23,0,1,24,rate of change,1 day ^-1,0.74210526,3,1,0.03914474,1,1,Salmonella,enetrica,1,0
171,semenov2007,37,23,14,1,24,rate of change,1 day ^-1,0.34605263000000003,3,1,0.11513158,1,1,Salmonella,enetrica,1,0
171,semenov2007,37,33,0,1,24,rate of change,1 day ^-1,0.79736842,3,1,0.05986842,1,1,Salmonella,enetrica,1,0
171,semenov2007,37,33,14,1,24,rate of change,1 day ^-1,0.27236842,3,1,0.15427632,1,1,Salmonella,enetrica,1,0
58,fabricio2019_thermal,25,20,0,1,24,RMR,ml O2 * kg^-1 *h^-1,13.1531532,13,1,8.27494161,1,0,Crotalus,durissus,2,2
58,fabricio2019_thermal,25,20,10,1,24,RMR,ml O2 * kg^-1 *h^-1,11.8918919,13,1,3.0697364,1,0,Crotalus,durissus,2,2
8,bahar2012,16,7,0,1,24,Third instar to pupa,days,14.6,36,0,0.96,0,0,Plutella,xylostella,0,1
8,bahar2012,16,7,14,1,24,Third instar to pupa,days,8.81,36,0,1.02,0,0,Plutella,xylostella,0,1
7,bahar2012,16,7,0,1,24,Third instar to adult,days,35.1,36,0,1.37,0,0,Plutella,xylostella,0,1
7,bahar2012,16,7,14,1,24,Third instar to adult,days,25.55,36,0,1.85,0,0,Plutella,xylostella,0,1
2,bahar2012,16,7,0,1,24,Adult eclosion to death,days,29.4,36,0,1.76,0,0,Plutella,xylostella,0,1
2,bahar2012,16,7,14,1,24,Adult eclosion to death,days,26.45,36,0,1.78,0,0,Plutella,xylostella,0,1
15,bahar2012,16,7,0,1,24,pupal weight,mg,7.89,36,0,0.21,0,0,Plutella,xylostella,1,1
15,bahar2012,16,7,14,1,24,pupal weight,mg,6.84,36,0,0.23,0,0,Plutella,xylostella,1,1
10,bahar2012,16,7,0,1,24,adult weight,mg,0.83,36,0,0.04,0,0,Plutella,xylostella,2,1
10,bahar2012,16,7,14,1,24,adult weight,mg,0.71,36,0,0.05,0,0,Plutella,xylostella,2,1
8,bahar2012,16,22,0,1,24,Third instar to pupa,days,3.6,36,0,0.22,0,0,Plutella,xylostella,0,1
8,bahar2012,16,22,14,1,24,Third instar to pupa,days,3.18,36,0,0.18,0,0,Plutella,xylostella,0,1
7,bahar2012,16,22,0,1,24,Third instar to adult,days,8.5,36,0,0.31,0,0,Plutella,xylostella,0,1
7,bahar2012,16,22,14,1,24,Third instar to adult,days,8,36,0,0.65,0,0,Plutella,xylostella,0,1
2,bahar2012,16,22,0,1,24,Adult eclosion to death,days,7,36,0,0.64,0,0,Plutella,xylostella,0,1
2,bahar2012,16,22,14,1,24,Adult eclosion to death,days,7.8,36,0,0.53,0,0,Plutella,xylostella,0,1
15,bahar2012,16,22,0,1,24,pupal weight,mg,5.65,36,0,0.21,0,0,Plutella,xylostella,1,1
15,bahar2012,16,22,14,1,24,pupal weight,mg,6.08,36,0,0.19,0,0,Plutella,xylostella,1,1
10,bahar2012,16,22,0,1,24,adult weight,mg,0.69,36,0,0.04,0,0,Plutella,xylostella,2,1
10,bahar2012,16,22,14,1,24,adult weight,mg,0.64,36,0,0.06,0,0,Plutella,xylostella,2,1
8,bahar2012,16,30,0,1,24,Third instar to pupa,days,2.69,36,0,0.17,0,0,Plutella,xylostella,0,1
8,bahar2012,16,30,14,1,24,Third instar to pupa,days,2.3,36,0,0.1,0,0,Plutella,xylostella,0,1
7,bahar2012,16,30,0,1,24,Third instar to adult,days,6.08,36,0,0.24,0,0,Plutella,xylostella,0,1
7,bahar2012,16,30,14,1,24,Third instar to adult,days,6.31,36,0,0.25,0,0,Plutella,xylostella,0,1
2,bahar2012,16,30,0,1,24,Adult eclosion to death,days,3.92,36,0,0.39,0,0,Plutella,xylostella,0,1
2,bahar2012,16,30,14,1,24,Adult eclosion to death,days,3.9,36,0,0.31,0,0,Plutella,xylostella,0,1
15,bahar2012,16,30,0,1,24,pupal weight,mg,5.95,36,0,0.15,0,0,Plutella,xylostella,1,1
15,bahar2012,16,30,14,1,24,pupal weight,mg,6.02,36,0,0.09,0,0,Plutella,xylostella,1,1
10,bahar2012,16,30,0,1,24,adult weight,mg,0.69,36,0,0.06,0,0,Plutella,xylostella,2,1
10,bahar2012,16,30,14,1,24,adult weight,mg,0.7,36,0,0.04,0,0,Plutella,xylostella,2,1
12,bahar2012,16,7,0,1,24,egg to pupa,days,15.1,36,0,0.97,0,0,Diadegma,insulare,1,1
12,bahar2012,16,7,14,1,24,egg to pupa,days,12,36,0,0.68,0,0,Diadegma,insulare,1,1
11,bahar2012,16,7,0,1,24,egg to adult,days,58.2,36,0,1.44,0,0,Diadegma,insulare,2,1
11,bahar2012,16,7,14,1,24,egg to adult,days,48,36,0,1.22,0,0,Diadegma,insulare,2,1
1,bahar2012,16,7,0,1,24,Adult eclosion to death,days,11.15,36,0,0.92,0,0,Diadegma,insulare,2,1
1,bahar2012,16,7,14,1,24,Adult eclosion to death,days,9.26,36,0,0.58,0,0,Diadegma,insulare,2,1
14,bahar2012,16,7,0,1,24,pupal weight,mg,4.63,36,0,0.15,0,0,Diadegma,insulare,1,1
14,bahar2012,16,7,14,1,24,pupal weight,mg,4.53,36,0,0.13,0,0,Diadegma,insulare,1,1
13,bahar2012,16,7,0,1,24,pupal shell weight,mg,0.83,36,0,0.03,0,0,Diadegma,insulare,1,1
13,bahar2012,16,7,14,1,24,pupal shell weight,mg,0.86,36,0,0.03,0,0,Diadegma,insulare,1,1
9,bahar2012,16,7,0,1,24,adult weight,mg,0.43,36,0,0.02,0,0,Diadegma,insulare,2,1
9,bahar2012,16,7,14,1,24,adult weight,mg,0.4,36,0,0.02,0,0,Diadegma,insulare,2,1
12,bahar2012,16,22,0,1,24,egg to pupa,days,4.25,36,0,0.16,0,0,Diadegma,insulare,1,1
12,bahar2012,16,22,14,1,24,egg to pupa,days,3.45,36,0,0.13,0,0,Diadegma,insulare,1,1
11,bahar2012,16,22,0,1,24,egg to adult,days,13.14,36,0,0.3,0,0,Diadegma,insulare,2,1
11,bahar2012,16,22,14,1,24,egg to adult,days,11.42,36,0,0.57,0,0,Diadegma,insulare,2,1
1,bahar2012,16,22,0,1,24,Adult eclosion to death,days,3.68,36,0,0.15,0,0,Diadegma,insulare,2,1
1,bahar2012,16,22,14,1,24,Adult eclosion to death,days,4.44,36,0,0.17,0,0,Diadegma,insulare,2,1
14,bahar2012,16,22,0,1,24,pupal weight,mg,4.55,36,0,0.1,0,0,Diadegma,insulare,1,1
14,bahar2012,16,22,14,1,24,pupal weight,mg,4.61,36,0,0.11,0,0,Diadegma,insulare,1,1
13,bahar2012,16,22,0,1,24,pupal shell weight,mg,0.88,36,0,0.04,0,0,Diadegma,insulare,1,1
13,bahar2012,16,22,14,1,24,pupal shell weight,mg,0.94,36,0,0.04,0,0,Diadegma,insulare,1,1
9,bahar2012,16,22,0,1,24,adult weight,mg,0.39,36,0,0.01,0,0,Diadegma,insulare,2,1
9,bahar2012,16,22,14,1,24,adult weight,mg,0.41,36,0,0.02,0,0,Diadegma,insulare,2,1
12,bahar2012,16,30,0,1,24,egg to pupa,days,3.26,36,0,0.17,0,0,Diadegma,insulare,1,1
12,bahar2012,16,30,14,1,24,egg to pupa,days,2.56,36,0,0.17,0,0,Diadegma,insulare,1,1
11,bahar2012,16,30,0,1,24,egg to adult,days,11.08,36,0,0.31,0,0,Diadegma,insulare,2,1
11,bahar2012,16,30,14,1,24,egg to adult,days,10.75,36,0,0.25,0,0,Diadegma,insulare,2,1
1,bahar2012,16,30,0,1,24,Adult eclosion to death,days,2.77,36,0,0.26,0,0,Diadegma,insulare,2,1
1,bahar2012,16,30,14,1,24,Adult eclosion to death,days,2.25,36,0,0.48,0,0,Diadegma,insulare,2,1
14,bahar2012,16,30,0,1,24,pupal weight,mg,3.79,36,0,0.22,0,0,Diadegma,insulare,1,1
14,bahar2012,16,30,14,1,24,pupal weight,mg,3.29,36,0,0.19,0,0,Diadegma,insulare,1,1
13,bahar2012,16,30,0,1,24,pupal shell weight,mg,1.02,36,0,0.09,0,0,Diadegma,insulare,1,1
13,bahar2012,16,30,14,1,24,pupal shell weight,mg,0.95,36,0,0.1,0,0,Diadegma,insulare,1,1
9,bahar2012,16,30,0,1,24,adult weight,mg,0.36,36,0,0.01,0,0,Diadegma,insulare,2,1
9,bahar2012,16,30,14,1,24,adult weight,mg,0.36,36,0,0.01,0,0,Diadegma,insulare,2,1
3,bahar2012,16,7,0,1,24,Larval mortaility,percent,2.7518797,36,0,2.79699248,1,1,Plutella,xylostella,0,1
3,bahar2012,16,7,14,1,24,Larval mortaility,percent,2.7518797,36,0,2.79699248,1,1,Plutella,xylostella,0,1
3,bahar2012,16,22,0,1,24,Larval mortaility,percent,5.54887218,36,0,3.51879699,1,1,Plutella,xylostella,0,1
3,bahar2012,16,22,14,1,24,Larval mortaility,percent,2.7518797,36,0,2.79699248,1,1,Plutella,xylostella,0,1
3,bahar2012,16,30,0,1,24,Larval mortaility,percent,8.30075188,36,0,3.78947368,1,1,Plutella,xylostella,0,1
3,bahar2012,16,30,14,1,24,Larval mortaility,percent,11.0977444,36,0,5.59398496,1,1,Plutella,xylostella,0,1
6,bahar2012,16,7,0,1,24,Parasitism success,percent,55.5094488,36,0,10.1960371,1,1,Plutella,xylostella,1,1
6,bahar2012,16,7,14,1,24,Parasitism success,percent,66.7251545,36,0,5.88232907,1,1,Plutella,xylostella,1,1
6,bahar2012,16,22,0,1,24,Parasitism success,percent,66.764435,36,0,9.60780415,1,1,Plutella,xylostella,1,1
6,bahar2012,16,22,14,1,24,Parasitism success,percent,64.0583039,36,0,5.09801853,1,1,Plutella,xylostella,1,1
6,bahar2012,16,30,0,1,24,Parasitism success,percent,52.9211591,36,0,6.86271725,1,1,Plutella,xylostella,1,1
6,bahar2012,16,30,14,1,24,Parasitism success,percent,27.8621775,36,0,7.05879489,1,1,Plutella,xylostella,1,1
4,bahar2012,16,22,0,1,24,Mortaility,percent,8.41340306,36,0,4.76821192,1,1,Diadegma,insulare,0,1
4,bahar2012,16,22,14,1,24,Mortaility,percent,16.5987088,36,0,6.88762515,1,1,Diadegma,insulare,0,1
4,bahar2012,16,30,0,1,24,Mortaility,percent,27.6983376,36,0,5.56291391,1,1,Diadegma,insulare,0,1
4,bahar2012,16,30,14,1,24,Mortaility,percent,54.9566989,36,0,4.90066225,1,1,Diadegma,insulare,0,1
5,bahar2012,16,30,0,1,24,Mortaility,percent,7.16313015,36,0,7.15252581,1,1,Plutella,xylostella,0,1
5,bahar2012,16,30,14,1,24,Mortaility,percent,4.75282523,36,0,4.76821192,1,1,Plutella,xylostella,0,1
199,vatansever2009,25,22,0,1,24,developmental time,days,36.5,13,1,0.64,0,0,Cales,noacki,0,1
199,vatansever2009,25,22,8,1,24,developmental time,days,29.2,9,1,0.94,0,0,Cales,noacki,0,1
199,vatansever2009,25,30,0,1,24,developmental time,days,18.5,24,1,0.27,0,0,Cales,noacki,0,1
199,vatansever2009,25,30,8,1,24,developmental time,days,21,12,1,0.6,0,0,Cales,noacki,0,1
199,vatansever2009,25,30,0,1,24,developmental time,days,18.9,15,1,0.36,0,0,Cales,noacki,0,1
199,vatansever2009,25,30,8,1,24,developmental time,days,22.1,8,1,0.85,0,0,Cales,noacki,0,1
200,vatansever2009,25,22,0,1,24,longevity,days,8,32,1,0.26,0,0,Cales,noacki,2,1
200,vatansever2009,25,22,8,1,24,longevity,days,7.6,37,1,0.19,0,0,Cales,noacki,2,1
200,vatansever2009,25,22,0,1,24,longevity,days,7.5,12,1,0.33,0,0,Cales,noacki,2,1
200,vatansever2009,25,22,8,1,24,longevity,days,7.4,12,1,0.26,0,0,Cales,noacki,2,1
200,vatansever2009,25,30,0,1,24,longevity,days,7,21,1,0.32,0,0,Cales,noacki,2,1
200,vatansever2009,25,30,8,1,24,longevity,days,6.2,19,1,0.48,0,0,Cales,noacki,2,1
200,vatansever2009,25,30,0,1,24,longevity,days,7,18,1,0.39,0,0,Cales,noacki,0,1
200,vatansever2009,25,30,8,1,24,longevity,days,6.2,16,1,0.34,0,0,Cales,noacki,0,1
120,prakoso2021,29.5,30,0,1,24,Survival,percent,96.0280374,4,1,1.1682243,1,1,Osphronemus,goramy,0,2
120,prakoso2021,29.5,30,10,1,24,Survival,percent,94.3925234,4,1,2.80373832,1,1,Osphronemus,goramy,0,2
121,prakoso2021,29.5,30,0,1,24,body weight,mg,276.470588,88,1,47.5490196,1,0,Osphronemus,goramy,0,2
121,prakoso2021,29.5,30,10,1,24,body weight,mg,178.431373,88,1,37.254902,1,0,Osphronemus,goramy,0,2
124,prakoso2021,29.5,30,0,1,24,total length,mm,26.1152416,88,1,1.366171,1,0,Osphronemus,goramy,0,2
124,prakoso2021,29.5,30,10,1,24,total length,mm,22.8252788,88,1,1.67286245,1,0,Osphronemus,goramy,0,2
122,prakoso2021,29.5,30,0,1,24,cortisol,ng *mL^-1,6.11764706,40,1,6.2745098,1,0,Osphronemus,goramy,0,2
122,prakoso2021,29.5,30,10,1,24,cortisol,ng *mL^-1,13.8039216,40,1,5.80392157,1,0,Osphronemus,goramy,0,2
123,prakoso2021,29.5,30,0,1,24,glucose,mg *dL^-1,46.9626168,40,1,20.3271028,1,0,Osphronemus,goramy,0,2
123,prakoso2021,29.5,30,10,1,24,glucose,mg *dL^-1,43.8084112,40,1,17.5233645,1,0,Osphronemus,goramy,0,2
37,chen2019,24,8.5,0,1,24,egg developmental time,hr,99.3,1400,0,4.3,0,0,Aldrichina,grahami,0,1
37,chen2019,24,8.5,6,1,24,egg developmental time,hr,133.9,1400,0,16.1,0,0,Aldrichina,grahami,0,1
37,chen2019,24,13.5,0,1,24,egg developmental time,hr,51.1,1400,0,56.7,0,0,Aldrichina,grahami,0,1
37,chen2019,24,13.5,6,1,24,egg developmental time,hr,4,1400,0,3.8,0,0,Aldrichina,grahami,0,1
37,chen2019,24,16.5,0,1,24,egg developmental time,hr,39.9,1400,0,2.5,0,0,Aldrichina,grahami,0,1
37,chen2019,24,16.5,6,1,24,egg developmental time,hr,44,1400,0,1.6,0,0,Aldrichina,grahami,0,1
38,chen2019,24,8.5,0,1,24,first instar development time,hr,150.8,1400,0,13.5,0,0,Aldrichina,grahami,0,1
38,chen2019,24,8.5,6,1,24,first instar development time,hr,166.8,1400,0,3.6,0,0,Aldrichina,grahami,0,1
38,chen2019,24,13.5,0,1,24,first instar development time,hr,64.8,1400,0,5.9,0,0,Aldrichina,grahami,0,1
38,chen2019,24,13.5,6,1,24,first instar development time,hr,74.2,1400,0,5.2,0,0,Aldrichina,grahami,0,1
38,chen2019,24,16.5,0,1,24,first instar development time,hr,40.5,1400,0,3.1,0,0,Aldrichina,grahami,0,1
38,chen2019,24,16.5,6,1,24,first instar development time,hr,46.8,1400,0,1.5,0,0,Aldrichina,grahami,0,1
41,chen2019,24,8.5,0,1,24,second instar developmental time,hr,142.2,1400,0,18.3,0,0,Aldrichina,grahami,0,1
41,chen2019,24,8.5,6,1,24,second instar developmental time,hr,155.6,1400,0,2.9,0,0,Aldrichina,grahami,0,1
41,chen2019,24,13.5,0,1,24,second instar developmental time,hr,74.4,1400,0,5,0,0,Aldrichina,grahami,0,1
41,chen2019,24,13.5,6,1,24,second instar developmental time,hr,90.5,1400,0,7.1,0,0,Aldrichina,grahami,0,1
41,chen2019,24,16.5,0,1,24,second instar developmental time,hr,48.9,1400,0,1.2,0,0,Aldrichina,grahami,0,1
41,chen2019,24,16.5,6,1,24,second instar developmental time,hr,55.3,1400,0,3.7,0,0,Aldrichina,grahami,0,1
42,chen2019,24,8.5,0,1,24,third instar developmental time,hr,208.6,1400,0,20.1,0,0,Aldrichina,grahami,0,1
42,chen2019,24,8.5,6,1,24,third instar developmental time,hr,253,1400,0,20.2,0,0,Aldrichina,grahami,0,1
42,chen2019,24,13.5,0,1,24,third instar developmental time,hr,110.5,1400,0,11.7,0,0,Aldrichina,grahami,0,1
42,chen2019,24,13.5,6,1,24,third instar developmental time,hr,142,1400,0,10.3,0,0,Aldrichina,grahami,0,1
42,chen2019,24,16.5,0,1,24,third instar developmental time,hr,100.2,1400,0,7.3,0,0,Aldrichina,grahami,0,1
42,chen2019,24,16.5,6,1,24,third instar developmental time,hr,110.4,1400,0,7.4,0,0,Aldrichina,grahami,0,1
44,chen2019,24,8.5,0,1,24,wandering development time,hr,261.2,1400,0,20.7,0,0,Aldrichina,grahami,0,1
44,chen2019,24,8.5,6,1,24,wandering development time,hr,354.6,1400,0,15.4,0,0,Aldrichina,grahami,0,1
44,chen2019,24,13.5,0,1,24,wandering development time,hr,112.4,1400,0,11.3,0,0,Aldrichina,grahami,0,1
